rank_in_stream,seed,score,uncapped,roguelike_chests,village_chests
1189,-8330430026900611199,223771,228171,598,48
1190,-3770356083590105369,259363,273363,545,23
1191,6132007935113763448,225827,229827,592,14
1192,2625254968007622114,255335,259535,567,20
1193,8921523127698564190,148563,149763,389,23
1194,-8425675032621483899,182307,184307,455,30
1195,5612844428157681053,175971,177071,408,54
1196,-1941741061662379883,351479,357479,766,34
1197,2990808763118546543,158387,161087,378,37
1198,8423615652978860148,189888,192988,447,3
1199,3237501265759283798,254505,257705,555,46
1200,536503164900870357,195706,198706,477,66
1201,7674885310900924418,322989,328789,774,47
1202,-4058397433224690928,321181,339681,751,52
1203,9073369508543223152,302750,319450,674,16
1204,9080536399149555248,204443,208043,475,17
1205,6200666455097838681,295394,310394,643,39
1206,-1906580296989966277,257677,266777,781,38
1207,5142602393762636956,191538,194238,459,26
1208,-2674463787713916763,271809,276009,636,18
1209,3774499218296128575,226471,229771,618,45
1210,7571767845635472181,203214,205514,470,59
1211,8581117192897545059,205211,209211,609,30
1212,1984319788759571243,187499,189599,470,45
1213,5433727448951762666,103086,104586,323,38
1214,-5587334593361594087,140877,146177,412,15
1215,-6603305338189258912,237136,241836,614,23
1216,-5749951000662995177,173518,176418,448,26
1217,-6926857087148793012,173977,176877,376,37
1218,-3557928490412355230,342638,358138,775,53
1219,2888143670858156104,175789,177789,334,15
1220,2037960257957354617,212619,215819,515,33
1221,-8604181233110006566,204171,207671,463,21
1222,8515554748271918933,224238,227638,456,45
1223,1633252618638381840,241162,244762,508,48
1224,6034386039880197656,383021,399621,800,16
1225,-6915762027179227939,192993,196793,496,59
1226,6710405581695638735,151500,154000,462,63
1227,-4643133837902392057,337643,350443,736,21
1228,-5356931714620031734,205507,209007,503,43
1229,2563619112617114360,277849,282249,714,30
1230,-2870503466342541396,346620,353020,870,41
1231,-8063872872618716349,254526,278426,671,51
1232,-8181743561513584928,265793,269893,599,7
1233,7905220645785592415,153037,154937,525,59
1234,-1380865537334656050,257730,262230,693,20
1235,9123498515857358123,194829,197329,452,38
1236,5511514739238338639,191347,192847,417,26
1237,-398391585578283900,93863,97963,437,36
1238,-6837470421063608409,256037,260237,630,11
1239,8323652568440913755,197806,199506,436,38
1240,-5201734007247774227,202491,204591,433,17
1241,-5252972210153581355,217709,220109,465,22
1242,-8072229919896454366,305688,308988,705,56
1243,7474093116899468030,217389,220989,541,29
1244,2087065664543492974,213466,216666,586,24
1245,5205374049709663639,229219,233719,554,25
1246,6199992311044078829,227649,230249,459,24
1247,-8561557168774408207,242778,246078,598,51
1248,-2674834793861337070,229861,233561,541,22
1249,-5770067601184265180,207915,210015,537,41
1250,256778648326867567,135430,146830,390,26
1251,3004955700246476674,231488,234788,537,29
1252,87663615087782094,283919,288019,650,31
1253,-859924298477559010,255605,259805,670,17
1254,6050740222230783141,217732,220832,522,45
1255,7692883948001594165,197026,200026,529,22
1256,5854102889394572169,208311,211211,570,39
1257,2956918909209783956,239576,242876,534,37
1258,-8147185880728715908,196982,198082,410,29
1259,-4391593254662392214,140470,144370,432,49
1260,-7068499714828207577,166248,168248,424,37
1261,40191165213744474,279201,293001,625,53
1262,2615912078019055944,155612,158212,515,40
1263,2704741406406108399,232150,234650,435,30
1264,-1896810725165988523,239635,243335,513,38
1265,-3772925380230086193,170574,173774,429,24
1266,6104467881072354375,194395,197295,549,39
1267,5420346657158779509,268178,281278,614,50
1268,-4523492176928151459,249734,252634,541,24
1269,-9099275422790992626,274199,278499,738,29
1270,-4851505920803144305,191989,194789,563,42
1271,-89144438951524942,246569,249769,563,39
1272,-6020225538245517032,194559,197559,496,33
1273,1923270425390809850,201952,205252,472,17
1274,-4421929440342187742,189891,191891,471,39
1275,-4421761605496532625,215168,220168,561,40
1276,8425601591474807326,219674,222774,461,48
1277,954669359847748428,152068,155268,332,36
1278,4008603239014433313,235381,238181,566,35
1279,8386712851478940949,238422,252622,562,17
1280,-7225159489187902260,328252,333952,792,45
1281,-7897279808675900094,230575,233175,574,47
1282,-5262390413004136817,334288,343688,801,29
1283,-8869093464709884234,295031,302931,613,32
1284,2059450999225023360,289412,294012,612,40
1285,1311627270808717603,166832,169832,429,30
1286,-1820428324643871228,258928,262328,684,49
1287,2275372312678867597,123155,124755,446,49
1288,6081811836012719699,166120,174920,497,37
1289,-2654294311627021733,251929,256029,577,41
1290,4214311489860231183,222473,225473,543,41
1291,6477394795939285663,278967,293067,588,33
1292,-5506834090607204291,213047,215647,461,25
1293,-3433632759825227692,276186,280686,597,37
1294,-4135815202634379160,262292,277392,579,18
1295,-5877513037554237919,265112,270212,653,48
1296,7988121552971556885,249233,251533,439,28
1297,1122294586802772624,295365,299965,660,29
1298,4573811699336629448,311571,325471,703,55
1299,776144191661560882,182102,186802,520,9
1300,7598387382697684989,275506,279906,636,41
1301,1464890262288446713,168735,180535,338,47
1302,-6190310402927286754,299823,314523,675,43
1303,7099346030417804865,230930,232930,488,41
1304,-238116246893309965,281973,287173,692,43
1305,-129605728133826898,214928,218428,529,17
1306,-2736936504739293691,279419,284819,649,13
1307,-4996324013188161000,253345,255445,526,17
1308,4815980156195483324,212335,216235,569,33
1309,7254741417944678127,199749,222849,462,45
1310,-2404793169655271445,147059,149559,486,50
1311,2977314777336673619,207186,209486,463,31
1312,-6004834594535391944,212366,214766,494,15
1313,-7860034113253670900,196177,199477,536,23
1314,-6072787111328074725,233366,237066,533,63
1315,-2385402058248867861,230172,232872,479,19
1316,-6981684795158044056,237907,242607,611,27
1317,-7960021640990390793,188521,192021,503,53
1318,-1246864871288208993,357542,363742,753,24
1319,-7769655544918503305,267275,271975,577,61
1320,-8268189386169976118,289876,295976,693,59
1321,-650540460440751688,221943,224943,551,40
1322,3634891260085403327,221539,224939,518,47
1323,3569883923843373875,182045,188245,485,37
1324,54282729926939246,232032,235632,585,18
1325,-8249787312875656416,264926,268626,688,55
1326,-1457432978694362899,251825,255025,530,39
1327,-4433866426097111204,337099,362699,814,43
1328,2749647539236823942,259068,261868,544,37
1329,-6665687357535448913,226435,229535,481,55
1330,6582441074053579423,167414,171714,435,50
1331,-3854397190800389420,275775,278075,638,28
1332,-4565583269444771825,294166,298466,609,48
1333,-7805985424300757070,134633,137433,360,37
1334,7332903187716948939,307140,313140,800,35
1335,-3607246021972645435,156256,158056,389,30
1336,7420975898718148425,128150,131550,553,40
1337,691077440747435724,373958,379358,803,25
1338,5276293208902908443,156480,157580,324,43
1339,6919722655087656133,371190,393790,810,31
1340,1189715798862128573,231713,238513,645,36
1341,2569815079568760803,120644,122344,394,28
1342,4919573795318691829,173834,175634,450,50
1343,-5696695162513810154,259902,263702,567,34
1344,6525242660124262357,176267,179967,469,17
1345,-2345834301069774738,180699,182699,445,46
1346,-3375962766717758004,219750,223450,567,47
1347,1768513927179918343,235354,238354,538,44
1348,5717389556477641170,255124,258924,553,70
1349,3829590929025934483,173928,176328,487,33
1350,-6080513708893432916,300383,315583,714,31
1351,6908590577148546213,280529,286229,628,28
1352,6867874091515280157,185775,188075,504,42
1353,-2634887813111710063,199081,210681,402,11
1354,-1445739459954279674,179795,181595,412,21
1355,-2082980178334832333,219168,222368,582,44
1356,-6217148143023693396,160690,163190,511,38
1357,-5693258423769915335,247175,250275,726,45
1358,688930803323457270,242417,245117,534,28
1359,7573850640952636251,205904,209104,514,40
1360,-240831847830465018,212498,217898,590,38
1361,111657225122479858,224719,238319,484,16
1362,8223078856836866,162099,165199,438,26
1363,-1596542802671986588,282393,285493,589,10
1364,-4042747637863391337,214330,216930,454,49
1365,7822253298760769770,206547,209247,503,29
1366,-5032594572723082660,210099,211699,447,14
1367,2381760046536587241,283780,290480,656,7
1368,642673134201764433,175754,179254,438,30
1369,7089986190007374153,229157,231557,538,57
1370,5934876985766409054,299110,303610,822,27
1371,-656434661865592413,291390,296690,638,67
1372,-7366334107447792310,224962,233562,645,32
1373,-6658551349559537026,215178,218678,531,36
1374,-8229586694722178315,255326,259526,640,63
1375,-5961423909812224127,195174,197774,455,53
1376,-8023483062108390815,262291,266491,586,16
1377,-4736266111634735582,201787,202887,466,9
1378,-5691272305014160531,180090,192690,410,22
1379,142271809915598455,238001,242101,630,14
1380,-2591632836701546082,186667,189067,418,27
1381,-5730677850864810618,173657,175857,420,31
1382,3245253387667930804,278884,283584,568,47
1383,4444381836097221680,299651,304851,717,39
1384,1683878061102659609,219710,223810,569,47
1385,4383696299111078964,204862,207962,552,71
1386,8908148609045191761,187076,191376,496,8
1387,3509981435870579565,256690,261390,831,42
1388,-4016836977379093219,290868,295168,600,16
1389,-3537206997200000482,287522,292222,663,32
1390,5763460954236863909,191155,192955,474,40
1391,-3093983882632857187,284268,288468,707,37
1392,7058817123079725749,220751,224751,545,4
1393,-2568839141620626810,155171,166871,329,21
1394,-2735007063499167219,233677,238177,633,26
1395,-2142758089001165153,186629,188729,533,16
1396,2660604095639441018,239705,242805,513,9
1397,-1235328295312658998,154495,156395,401,37
1398,-1861894822959962797,165197,166997,420,15
1399,-6298861171576226452,130293,132393,346,25
1400,-1740804388602869842,160716,162716,468,29
1401,6211188621763265564,347900,353800,761,31
1402,-2464177968380472085,301697,316697,595,40
1403,5056965278517894245,168234,171534,446,23
1404,3963255504376424513,164804,166804,494,39
1405,4286378812909421664,284430,288630,648,64
1406,-188655148949337757,215095,218895,531,37
1407,-6951081935009938855,303817,308617,685,14
1408,3341500337784727849,171060,174160,556,15
1409,-8696625335428788230,170943,173343,419,73
1410,169152737161444776,211216,214916,491,44
1411,-532013099948745704,296632,300432,578,30
1412,-7748365828175509265,230207,234707,549,25
1413,2737313225148292981,131773,132773,402,24
1414,-2763401860565599701,169874,171874,412,36
1415,9073791588611480919,206530,208930,461,27
1416,-6334959098033298324,139295,140795,415,31
1417,8038022651389317031,231989,235889,559,32
1418,4390506070467323973,170176,172176,424,59
1419,-7198604344275552482,229993,233993,544,32
1420,-893668188570308537,189143,192343,458,31
1421,-5939788925791506555,236447,243047,554,40
1422,-622630720240673128,221033,225633,508,69
1423,5145177087209312427,173881,176781,378,10
1424,1704316426997997329,144777,146077,314,55
1425,-2290491366500591355,219603,223403,570,18
1426,-4328054685014227752,145379,145979,305,57
1427,8256431405617080871,234549,239249,586,53
1428,7331948437148211784,245637,248437,553,42
1429,-3599422605430615907,201582,204082,471,15
1430,675604653070040558,245830,249530,501,27
1431,1081627434283871782,287713,292813,665,43
1432,-5712217748746609108,159897,162497,353,31
1433,-6112148833910931818,238928,243128,678,43
1434,2888291808260018038,164074,165774,383,31
1435,6377210642669600568,199375,202675,517,21
1436,630178281532712170,268545,274145,609,46
1437,-3901084887075138907,199936,203236,568,40
1438,-1307251468914250685,299490,303390,637,24
1439,-8125947367329480107,264764,269764,693,51
1440,-4226163478558099948,217829,221329,500,44
1441,8072014657970239797,318065,325265,721,32
1442,6456259949297335644,247267,251667,610,37
1443,6218933104609276290,220159,224659,627,19
1444,5943256468983519480,216632,220632,724,36
1445,4181758952466622257,296484,301084,766,7
1446,7451095227463603721,238521,241821,476,22
1447,-6555232248332221074,230916,234416,540,24
1448,4836078629619772602,156923,160123,482,23
1449,-5313548427134330787,306008,331208,657,67
1450,914367623117414476,263465,269165,602,12
1451,7956398860979767420,116677,118677,334,31
1452,-2445450853460557367,228131,232131,540,51
1453,125030549876751554,168365,170465,402,50
1454,1827003895214586409,301744,316044,643,19
1455,7164307012115095501,172619,175019,472,36
1456,4010620881007563101,200295,203495,539,28
1457,-1253661129441526710,280781,284381,594,30
1458,-6610970796720447907,198733,201533,435,22
1459,4253013920488612179,285825,290225,672,46
1460,-3564942000483912709,243561,247261,580,42
1461,-1170913377871408596,244697,247897,517,31
1462,-3999256148983885816,145572,147672,421,9
1463,-9089415826254710911,275666,278766,581,43
1464,1610127297756747871,206700,211600,530,13
1465,3092742027860918997,275693,280193,583,39
1466,-1056761164808769401,256427,271027,616,45
1467,-2807335850126343387,217740,219540,667,27
1468,-799078883875846760,188873,200773,440,46
1469,-8295270948205755826,267102,272202,624,41
1470,5622991798614450175,297076,302776,748,58
1471,547375936816927936,186714,189214,554,34
1472,-4716634649378435803,306631,312931,682,31
1473,1132075116852355450,209532,212132,498,38
1474,596150793738676386,240927,243527,491,48
1475,1567666638146015049,169368,171468,434,31
1476,-8350153021019498754,140073,142173,432,72
1477,667658575307295643,299383,313083,732,51
1478,3416642691755375737,247525,252225,635,55
1479,5179561197338321661,249467,253767,706,15
1480,-6151643451243066222,210614,213414,468,42
1481,-6828791171928103450,215730,219030,527,46
1482,-7334146380389208927,177600,178900,411,43
1483,-8890994137353968826,313933,329733,720,1
1484,-4472703313708624851,301084,307984,653,28
1485,-8338692556109517910,318275,323475,721,34
1486,-8359317830334893566,142859,144759,326,8
1487,-8456656726691114738,236055,240055,539,42
1488,8605657406927424618,321861,327461,778,68
1489,8306581496252371634,166492,170692,538,30
1490,652874611863841277,316287,322187,698,28
1491,-5154781112528758829,220192,224492,542,25
1492,-3811566045843079197,226957,232057,520,33
1493,5632703212018857005,225671,230771,536,19
1494,-837112884638457417,228607,232207,553,32
1495,4174107744278083426,140711,142511,445,35
1496,2969759262938094758,241412,244212,544,51
1497,-2176241386463935368,260667,265667,718,52
1498,-711816454225165099,282643,287843,599,35
1499,302927662065386420,267477,273677,649,48
1500,58167767754374065,382145,406145,914,30
1501,-2949622916219711496,368879,375779,795,21
1502,-7571130533867780725,242013,255313,512,30
1503,4236343491877101312,227568,231268,515,25
1504,-7026320067852335968,333868,360868,633,21
1505,9151042149838159314,212453,214853,457,59
1506,3978266246477663246,142820,145520,461,26
1507,2527731387147397376,208812,211512,528,28
1508,-5148206679794522956,312950,317450,712,66
1509,-3283993604959764593,243958,248558,548,16
1510,5742502476848310338,170905,173605,411,38
1511,-4880009540448596406,209673,213073,467,10
1512,-9180638797353673048,182735,185135,428,27
1513,-7231753961240930984,190713,192313,452,25
1514,69099682782741299,224621,227221,466,23
1515,-3826472308528898949,296151,301751,729,35
1516,1201882868426328159,193330,196130,455,18
1517,-2148319518331722636,134241,134541,332,31
1518,-2822783396382210238,199348,202548,513,15
1519,-6207600004274483812,238567,242467,546,6
1520,7860398412144870961,272656,277256,552,38
1521,-2033972327291157872,304630,329030,641,56
1522,8941544757196977103,207171,209871,478,38
1523,1730469222863458563,249887,253487,572,19
1524,-1180835325249519663,143980,146780,447,56
1525,-6077720589225954814,183393,185393,405,19
1526,3489064970319533096,238989,252289,494,23
1527,4282540432056825672,194367,197567,420,35
1528,881569644285115675,169188,171388,369,37
1529,-7281053195637200684,183632,184632,436,34
1530,-3118459952164567080,259890,263590,570,54
1531,-2211322359877273180,193915,196715,464,12
1532,-5037363950487511294,281418,285118,623,22
1533,3145112932209759423,156632,159532,436,42
1534,868405088317304842,411941,418341,851,29
1535,-4418143307766622793,156687,157987,414,70
1536,5157602196564089454,216836,220336,510,13
1537,6676902701439501596,251771,254771,567,29
1538,4258734566694108984,232650,236750,670,26
1539,-7792760677246487520,295571,301871,805,38
1540,-5015682224578035526,248910,251710,498,33
1541,-8022529294732653614,199428,203128,560,28
1542,8161138399188646854,185085,188185,444,32
1543,6955013434501027640,169238,172138,413,22
1544,-5388826495827342736,211556,214456,498,39
1545,-486249047579845104,126975,128075,350,50
1546,3094329918905991762,201749,204349,443,17
1547,-2482043392475012031,249815,252215,547,50
1548,-4880814945177229446,262991,276091,611,48
1549,7177904807785412793,218722,231522,473,33
1550,-1651381813844514526,226018,228818,552,31
1551,-7576785829839578560,243794,259494,568,69
1552,5758712146371017222,238711,241411,623,32
1553,-1912836819531527186,187148,190348,448,26
1554,6628179762508616632,170572,174172,497,22
1555,-5393627665159636296,213777,217677,531,32
1556,2584834471308732593,201550,203450,431,54
1557,-2748044084540907181,253126,256926,666,44
1558,6245194461110708065,269990,298990,686,10
1559,5853866716354285005,219451,232051,440,51
1560,-5465595955476542830,225681,228781,533,46
1561,-8145956425966824411,221944,223944,467,28
1562,5261493816632262689,288701,293101,678,44
1563,4830888520681069821,169433,171733,485,22
1564,2849354834381398812,179305,183405,512,41
1565,-8384421783266949277,240112,243412,738,17
1566,7610637753477081544,215826,220526,543,50
1567,-6162129026777678197,220994,224394,525,48
1568,2228903765755009461,202514,206614,614,61
1569,-6543579168025031181,223112,237912,546,51
1570,701081429766358324,197228,199428,435,19
1571,2160470602121119808,151958,154558,326,40
1572,-5232178690453690808,219556,223056,440,40
1573,3086811337885379449,188065,189965,474,48
1574,4392757744600385860,210445,215745,598,23
1575,-572855271699294176,227020,230420,548,33
1576,-7845300151890285037,217593,220593,546,27
1577,-2640795359728761554,111655,112955,349,27
1578,6297466041606540588,159384,161284,388,48
1579,-4623740051903409342,274287,278887,657,16
1580,5735029166776159372,181565,183265,414,24
1581,1562716818260000063,191908,194108,536,32
1582,-5534709070162885600,183260,185860,412,47
1583,5610738801464255184,240914,244714,574,17
1584,1124129123731859004,261892,265892,575,13
1585,-7262646218724357580,292001,306701,631,40
1586,5351531218399005368,301594,325894,628,21
1587,5929243428720483344,210835,214035,463,28
1588,3779606394505098784,239624,244024,599,27
1589,-1848266009362706965,243280,247580,669,10
1590,5871739152079855681,212171,215671,586,22
1591,6226962643839971949,256560,260260,594,20
1592,105310599779796264,258493,271993,546,66
1593,7135012705447484584,276529,290029,622,17
1594,-8113800864133610428,256866,260266,555,47
1595,-3240285756820390321,282495,288495,674,46
1596,7388635704172631923,156790,161790,529,54
1597,7935691490445310994,331148,346548,752,37
1598,8341659866912270715,205634,209134,478,37
1599,4924699555583349795,161426,164526,389,29
1600,-801173041826377268,159435,161735,444,29
1601,7546813456445119132,255885,259885,656,29
1602,4581867336516113465,176804,178804,508,40
1603,-2711268683045272325,284285,290685,667,32
1604,7936038995530338166,246939,250939,659,38
1605,-6516492482295271746,309810,312510,571,36
1606,-169453661645975961,281610,287410,729,32
1607,6264859983259762889,142505,144505,377,19
1608,3522535457432832403,149088,150988,322,16
1609,3894770563472049348,234760,238260,557,22
1610,-1886742130674961875,223786,227286,550,63
1611,3991994575170716169,268681,293281,624,54
1612,-1122900688858067400,261960,276260,614,15
1613,-4793836354830209956,193581,194881,445,23
1614,1958413896888953625,210039,213339,466,42
1615,4359330636011648504,235763,239663,586,63
1616,-4703944142171252382,240383,254083,526,53
1617,6329635332385723212,344054,352654,824,38
1618,-6173253624569102614,185410,187910,449,29
1619,-4363523904993247061,190934,193134,419,12
1620,9059067637502220824,246789,250689,556,31
1621,-4604189684837829693,298115,312415,649,8
1622,-8122284878085604715,400714,407314,920,31
1623,1365076686746487915,206585,210285,523,18
1624,-6590149928643490581,179628,182128,427,19
1625,-3006610087229767670,171657,174657,438,38
1626,594282312153779293,281715,285515,585,31
1627,-1949123543217871719,192081,195781,433,36
1628,-1587609376872332260,208190,211390,532,46
1629,-459976281166757258,234019,236519,492,50
1630,2570940354091409713,148899,150799,387,49
1631,1161457760103171933,253773,258373,604,30
1632,-1670267905414211220,121393,123993,395,44
1633,2810889119996039914,258422,284522,588,20
1634,-7827387361238804382,308122,313622,726,19
1635,-5970476676255231110,168132,168732,333,21
1636,1391386961186606596,223887,227087,546,65
1637,-8472805564292665556,235789,239089,494,38
1638,-1960737069361085028,156551,157751,510,23
1639,2554770798094109244,249959,253059,546,32
1640,-7389574948747009328,337591,344091,829,21
1641,6146075534815458733,265093,269093,584,23
1642,-4374200496148031462,269642,272842,657,14
1643,-5830007926293439321,249176,252776,540,25
1644,-5482489357476553237,221123,224523,528,59
1645,6635275670567028954,226050,229650,534,35
1646,5817633502441777793,183334,186434,502,31
1647,7355382919648583255,287469,291869,702,32
1648,-849133695760201097,384389,404489,800,52
1649,-533644029252570669,188319,193919,562,54
1650,-4599969163803488991,254523,260723,741,35
1651,4605816070942995157,169048,171948,389,39
1652,1829440846121159458,309520,325120,743,35
1653,399391347843260867,267902,270502,528,29
1654,1453073147894229456,243783,247183,581,45
1655,140652516809076828,221820,226020,559,34
1656,-6424989006843167186,200554,201954,454,27
1657,5492164472596499977,156138,158738,372,67
1658,4592911480777714046,259172,264472,615,35
1659,-1394745584597725220,219297,221497,625,24
1660,4389175194352249384,299128,302328,678,40
1661,-8207386421071105703,192911,196811,577,29
1662,-2946657644889698596,173880,175480,357,22
1663,4830834226044228790,186271,189471,452,42
1664,1980925041888130119,179108,181608,518,54
1665,-4440216994117729353,187004,190604,437,38
1666,506315038130731872,136215,138515,392,23
1667,9073583122965134895,285341,288641,689,37
1668,3323400516146693027,281513,287013,686,44
1669,8242825283987698516,304707,310307,724,7
1670,8231586429689970772,202762,205762,496,14
1671,-2718722838013504524,217415,221015,579,41
1672,1334674270434875053,242007,245307,535,47
1673,-1360918785806031210,243834,246134,582,13
1674,-6130185003645151654,280047,283847,533,37
1675,-2509788485099870730,259209,262509,579,51
1676,-8638123354838644721,166654,170954,432,28
1677,7065398972292844444,253482,258882,698,23
1678,-2344702948075755467,206226,209126,397,41
1679,4009940701735382657,225476,229176,477,30
1680,3681568047040868984,239103,242903,554,45
1681,-8144654692070718755,254785,259485,575,4
1682,5519693387963207211,189455,191855,406,12
1683,3403752921993453966,202223,204223,537,9
1684,-9095397879938527487,159873,161873,392,20
1685,-8422851276015353858,256686,260586,618,40
1686,8371956598076249926,182947,185447,404,20
1687,-3506075380494282777,288711,294111,659,23
1688,8443711752891826986,204257,208757,536,23
1689,-6387461784288867860,187671,189971,409,50
1690,-866084283979599299,172770,174170,364,43
1691,-9042838803388116556,160045,172045,309,19
1692,-6091417701971701842,238448,241248,530,37
1693,-7983008479717653590,225666,228566,512,33
1694,5480732651990011943,250577,253377,570,41
1695,1957978386261013598,242634,266734,566,8
1696,-7709740291628707735,181571,183971,420,51
1697,30050149700480970,276816,281316,595,32
1698,-6313829980081175343,165299,169599,594,38
1699,-813369450481666410,203637,216937,546,38
1700,7456029378852547021,186593,190493,499,9
1701,-1871525298383368852,269155,273555,646,47
1702,-4723736952009574398,335581,341881,718,38
1703,-4445458085092325407,286994,311594,696,50
1704,-3663598226917270958,195125,198225,480,52
1705,-7987710162670772957,276796,291696,620,16
1706,-3765463244719391081,222260,224560,497,20
1707,-152547780417156837,240871,253571,474,34
1708,2949559212001393120,262376,265976,605,50
1709,1843066031146947945,186917,189517,425,47
1710,-7907259991963485508,210803,213703,513,43
1711,8197110102269842236,160034,163234,404,6
1712,1631436543336574762,197518,200918,516,39
1713,2272183025209881535,253868,258868,606,22
1714,1776707807107954384,161533,164133,404,26
1715,8973050581936859292,240844,244844,576,17
1716,-8197768379411064076,274681,280081,649,39
1717,-6039578096032903103,202916,206816,409,47
1718,-2144515905816259212,243659,246959,506,16
1719,7634574933543122075,151783,153583,401,27
1720,-1747342128803558423,231829,235229,609,28
1721,-2608029123485895642,141512,144712,456,46
1722,4951471134931252070,214368,218268,509,55
1723,-866883548234899986,157198,159598,411,28
1724,-4930077658698784107,280881,285381,611,14
1725,-5261711979948070003,204199,207299,465,32
1726,-3643604855906010812,251571,254471,513,19
1727,4944702506831554972,183530,185930,462,34
1728,-3513179567619859001,277648,282848,726,38
1729,4080756915484684464,183618,186018,456,31
1730,2045555791821707635,236758,239658,559,21
1731,6008317838133940003,170136,173836,438,19
1732,1534644360393577817,239442,243642,598,63
1733,4257800239610487573,209530,211530,471,29
1734,3423254044585957057,274461,278161,664,20
1735,1452791715827281925,231464,235764,502,41
1736,3878916414755249304,330931,346731,750,14
1737,-466060828395107492,297056,313256,810,66
1738,-1720793149800890356,235354,247654,476,43
1739,3914734827481848690,255646,260046,597,39
1740,2092073783699367760,134684,135884,337,27
1741,-4267756459030605577,214153,227153,446,40
1742,8000223248600688753,145207,147507,424,20
1743,-1809887390062543993,186450,189550,420,27
1744,5563777266122493856,175096,187296,416,25
1745,-1269222707141951887,177034,178734,398,49
1746,-6795743812961990721,211830,215430,457,35
1747,7105902008914296754,314521,319021,812,30
1748,4461826666944573931,205182,218782,470,42
1749,-4833384815425701981,126031,127831,340,38
1750,-2703801001904113048,253042,256042,589,15
1751,-534406141618169358,214194,217194,549,14
1752,5234804802520173538,169806,172806,425,33
1753,-5157884430920279862,205009,207909,472,41
1754,-8919230667923366238,191655,194055,493,39
1755,3233787110846278244,264059,268559,598,39
1756,5562355231719498158,199064,201664,437,45
1757,2610580917867727767,151876,153276,352,25
1758,-7593148136006458129,253472,257072,549,33
1759,-3387607159925850377,207644,212044,514,39
1760,7478843016861795154,218284,221184,615,32
1761,-2733370178699350252,294140,297640,713,42
1762,-6103393654854641220,267935,272735,599,74
1763,9093542349887583154,218807,223007,511,46
1764,3265651873822653443,289157,292057,636,56
1765,-4438644644093952322,101290,103090,354,45
1766,-7901890430790665729,240531,244831,617,42
1767,952212724910523597,165267,167267,507,74
1768,34685950851257297,203784,205284,442,6
1769,3205143039798117157,201361,204661,551,63
1770,-7188015111143704323,261777,267077,634,49
1771,-3992651302707568051,197670,199670,514,36
1772,1217761716251415433,290416,306616,663,46
1773,8418911351302288537,205805,208405,471,21
1774,-451550346644436673,261515,267015,586,47
1775,6774946212178449759,215998,229898,533,42
1776,-801821383996155642,182277,184677,439,9
1777,-4345632145051196626,249520,252520,627,14
1778,-7245368154468375306,268900,272200,616,25
1779,4109743341285162866,261627,264527,563,60
1780,-3254681744577348462,182908,184408,400,36
1781,-440508482591503801,199690,203890,557,5
1782,-4829547151110539085,155191,157191,346,18
1783,-2464327623676585949,71013,71513,209,33
1784,-2319103909208184239,216770,219270,462,45
1785,-4571555820977616507,231115,235015,577,46
1786,8533671507772967633,113045,119345,390,59
1787,-425366896644452874,263594,267094,593,31
1788,1750718271099404900,278999,284699,658,17
1789,5311557820508142891,279725,283825,639,29
1790,-5585991611775938636,200709,203009,405,42
1791,-4396591363877056631,236428,240328,650,48
1792,-3438733562954691377,253068,257668,567,50
1793,-142190806992838811,186350,192050,530,11
1794,-1617631247558674543,155749,168349,361,27
1795,6850031982548824152,206491,209491,532,17
1796,8912408308225346683,180625,185125,495,24
1797,131046870675500668,294935,299035,662,49
1798,7000717249951780631,262637,267237,557,42
1799,4988071062129841375,284249,287749,695,50
1800,-3906407024017648199,225945,230445,567,49
1801,3877041542896036014,245770,248670,542,40
1802,-2613546295152623896,192353,194453,386,9
1803,-2063916786616816353,152140,154240,420,42
1804,-1433138998091279990,269992,294292,623,22
1805,-8512780139987674626,228551,230951,567,59
1806,1211224766609139676,388366,425366,831,39
1807,-4471906111567182508,271713,277013,639,14
1808,3559613948622480456,189889,193289,484,25
1809,3434490046322534545,257590,261990,561,56
1810,7391729611870405260,378128,385128,896,60
1811,-8457466358970837883,251575,255375,582,23
1812,2606331816339756569,257447,281647,627,35
1813,8210543134275654694,304038,307638,706,47
1814,6719064144473130270,317857,321757,690,6
1815,-2327015354401368702,216618,229918,512,40
1816,-255265189434733240,239547,242847,534,51
1817,1796791389972363326,192304,194904,441,30
1818,-6454284784186017754,213183,215683,526,35
1819,-1103818027300810963,245518,249818,553,29
1820,8418832040607878583,200213,203713,550,41
1821,-5920463422482235347,183177,186177,504,46
1822,6849946069664315855,220608,224208,489,19
1823,8763205265492438041,209227,211227,393,32
1824,-7047367772285727327,189294,192194,409,70
1825,-8209535183518249177,239858,243758,566,46
1826,-460294468547497226,179857,181757,410,32
1827,-340911832128283184,141756,147356,602,51
1828,-8040536974936579963,239897,243697,542,49
1829,-5994947623157123823,280920,288320,788,41
1830,-6921830708233267609,257431,260831,591,52
1831,-9047375624167362520,218170,220970,566,75
1832,-5355364794599976236,158013,159713,432,34
1833,-2959088775153339001,165089,166889,492,20
1834,-7115831757701085356,253741,257741,543,17
1835,-2015615591011274514,217517,219517,483,21
1836,2325862512095718496,194776,197876,425,35
1837,-3983268801287265421,279704,293804,600,35
1838,668072157699587224,251288,255588,548,22
1839,2422253355333495364,198434,200834,499,10
1840,5911914302010542625,353772,375372,825,37
