rank_in_stream,seed,score,uncapped,roguelike_chests,village_chests
3781,-4406440502725498150,266752,271752,677,30
3782,8060463915295045388,203824,207524,481,27
3783,-7272704284656212956,159475,161875,425,5
3784,-3888639587159146824,284908,290308,775,24
3785,-2344084149356261614,315991,361191,704,39
3786,2668053269327165094,189536,192836,428,25
3787,3530174727522100265,214326,218026,608,36
3788,5704306721227111054,180880,183980,445,18
3789,7417421090835604577,219047,225047,710,53
3790,-7675076167619275450,220600,225900,622,23
3791,6860172829346062911,340512,347012,813,23
3792,8984857106726327654,267173,281573,600,38
3793,-4439172049382294807,175623,179523,476,64
3794,-54998592031181171,209385,211985,595,36
3795,6614300943928300110,163013,164613,319,27
3796,1494522192508513131,219326,221626,450,22
3797,6709430591402555616,298281,301981,620,34
3798,-5668915398768628607,219217,222117,489,23
3799,-3800073837229239778,211307,214807,458,33
3800,-3153151910834229483,286809,291909,662,58
3801,2699507142269700972,233492,237292,577,37
3802,8845704073014477644,193761,196361,424,21
3803,3559619797670488738,199020,201420,476,43
3804,-1456651372499349864,157169,159569,418,24
3805,-6008162930074529343,169959,171859,358,47
3806,-5291029871078266483,209481,212581,511,50
3807,-5447370461559103680,250510,255510,620,36
3808,-4032525738360526765,193952,196552,459,55
3809,6783761106246505651,201171,204371,451,36
3810,4541592012617936559,235016,239016,572,65
3811,2892427591063392589,193243,195443,506,33
3812,-9053731129445210312,230091,232991,570,55
3813,4196652964348698955,263055,267355,642,13
3814,5133738090100305088,282790,286390,600,46
3815,-8948702942046305545,186026,189526,442,15
3816,8043130020826991258,260647,304947,602,36
3817,3926582241254771906,298620,302320,650,21
3818,3808714127693362772,184358,187858,439,21
3819,3064619620233918014,253263,257363,598,55
3820,-2777319179189052180,247448,270448,560,64
3821,7772059921258865936,176073,177773,470,26
3822,7154916616040115076,190112,193912,447,45
3823,5366364894017710326,210064,213664,561,47
3824,7317634122376908476,184114,187614,506,45
3825,-2670426120357723085,235347,240147,562,39
3826,-9078260142539030560,314152,321452,801,19
3827,-8825427618546192505,147432,148832,349,26
3828,-1366070627931249349,193376,195176,532,33
3829,-3872543035664670183,233475,246275,482,16
3830,-6264095980010808751,219677,233277,502,32
3831,8890891866657098551,208947,211847,583,17
3832,-6342462131040703931,250936,253836,536,25
3833,-2299369761825290490,181222,184322,520,57
3834,-2626075681188690381,186938,188838,384,12
3835,2304775559154526405,240050,243750,578,41
3836,-370193864244803341,211372,214372,511,16
3837,-3248150717139504801,197192,200492,445,27
3838,-7705673087176422853,270977,274877,671,58
3839,-5739744351332857575,269767,275167,605,61
3840,-3741122093675972182,171426,174926,582,26
3841,83944119357309492,239386,241886,544,21
3842,1764574242742235414,344716,350216,827,21
3843,-3515798610502375093,194489,215789,419,38
3844,3313430193081072961,221756,230856,675,35
3845,-905904604412390577,187047,191647,559,26
3846,-4738178662814672682,297828,300728,623,37
3847,-877843949435329967,240128,244528,607,17
3848,-3300408781414104018,239590,243690,503,30
3849,-1327425382040360909,121916,123516,294,16
3850,1303940933401532498,269902,274002,729,44
3851,-1378858818594120419,295975,301875,703,12
3852,103004768780602964,231429,235829,482,43
3853,-4165508625455230495,277570,282070,619,29
3854,8504931171547827410,273359,277259,612,75
3855,-2130654158583883423,280738,285138,691,25
3856,-5483155793312030215,207471,249171,412,41
3857,-5462047681313066865,260301,264801,695,22
3858,-156115223456322036,281811,286111,632,28
3859,6054689992580027012,271732,294532,590,14
3860,4531070557543366114,189363,191563,452,31
3861,5627076474562690108,269156,273356,627,33
3862,863114916452936431,199150,203050,464,41
3863,3480816062494964777,258507,271307,555,31
3864,7865504310995806925,256074,259774,564,40
3865,6870981737031453127,131938,152738,405,26
3866,-72314256457557596,241392,244192,580,15
3867,7376202173192813374,190698,193998,463,20
3868,-7780442927796844065,318482,322182,673,60
3869,8650882851117970524,293556,297156,646,30
3870,2302109796717460942,205178,208878,496,30
3871,5657011326148816489,276766,281066,650,64
3872,-7772850531093508633,297628,306128,716,41
3873,7919783976144338644,250121,252421,594,41
3874,-1626195901765361697,201229,203829,450,54
3875,8079313491244655898,238548,240648,563,54
3876,4267470475372115704,176493,178993,477,38
3877,5817817336079312063,196903,199403,522,35
3878,-3225792871678625879,241243,244743,566,31
3879,-5829668740981360295,196347,199047,482,42
3880,-3496886606561780297,182632,184632,477,30
3881,-141225396120249026,277577,302577,626,18
3882,-4174741893718304596,305441,309841,745,3
3883,1434407268862317854,247670,270670,597,29
3884,-3791052087059223288,191993,195493,677,50
3885,3335913266162900906,225047,233747,687,27
3886,3664793239957349549,144133,165533,280,22
3887,1543035206712641881,339653,345553,784,40
3888,-8455082793899974755,210538,213238,675,28
3889,5501632506277944687,228186,231686,513,13
3890,8102430130587037392,183920,186420,517,58
3891,3741502193263292996,254877,258677,619,33
3892,-7634762072743737019,239310,243410,699,36
3893,8008349422670874342,258235,263435,665,47
3894,160067245862585788,160899,163499,371,20
3895,-5068450385516014486,219593,223593,477,25
3896,-48318853462411145,314268,318668,752,27
3897,-6005190065329505217,234280,237180,501,46
3898,6799748051879818441,245699,250199,677,57
3899,-6872958097824096543,230669,233169,550,13
3900,-1973021688442242780,326577,352077,690,38
3901,-7408673683512273647,293792,308092,638,37
3902,6333600118589936604,275707,309907,641,22
3903,4067071940181794465,222114,226714,569,18
3904,2267912913040266027,301324,306024,627,30
3905,7511578055393578655,250645,255545,587,31
3906,4945282500956046809,246394,269794,552,25
3907,-4850833187805356851,192778,196578,489,30
3908,-4608831345846160176,169870,172470,429,31
3909,3477760775456694173,223357,226557,544,8
3910,8971602026420481154,234796,238396,535,28
3911,8219502096921008428,336315,339915,681,40
3912,-905530275172166322,321252,331952,640,44
3913,-1940087555964916960,192023,194323,532,34
3914,-4554697075007721081,195765,220165,450,43
3915,-480267684682629049,212066,215566,494,52
3916,6957648697050243794,256819,259819,544,30
3917,-1001988390412085282,241888,246688,571,13
3918,-4814620266914045579,233730,236930,562,0
3919,-7874003837808761044,169591,173791,510,55
3920,-4153186066452613012,227611,231911,694,24
3921,-381361624324700343,160742,162142,378,22
3922,-1127739265288258960,220503,224403,525,29
3923,1845238876053660473,211958,215758,478,37
3924,2416831471721888318,183385,184985,399,32
3925,6767512015687616303,211161,214861,664,40
3926,1711682791365355177,188778,191878,457,28
3927,8547396598653985816,230100,233500,582,44
3928,-1616000457446094107,216522,220022,550,28
3929,-1046935272255856749,222954,224854,461,16
3930,-8046962329892974233,113238,114338,424,61
3931,-4262563530803669866,187992,190492,467,39
3932,-5373143575481982736,228827,251727,492,36
3933,-1952947308884034186,265760,269360,608,47
3934,7525279349212036909,190644,194044,486,44
3935,-7565756297558101029,163162,165162,472,21
3936,4146159464047304783,277538,292938,604,32
3937,3288884873508862500,243351,256251,476,32
3938,4369402354459936680,201024,204024,445,42
3939,5872341105163768370,164491,170291,448,31
3940,-6162854900415484875,141176,143876,406,15
3941,4924762458908936050,186452,188452,382,47
3942,-4324272425430573430,188791,190791,443,37
3943,-145071710390956070,157191,159591,341,37
3944,-9126564418199771528,206961,210261,451,46
3945,6873705698719829218,236109,239909,518,68
3946,-8395514613554329301,190700,193800,533,50
3947,-6227839519973975736,307907,313807,741,30
3948,-4734311679531719905,214569,217969,487,32
3949,-540855217117976952,162887,167087,550,20
3950,5491847716374159271,303225,327425,641,46
3951,-7261330861296043015,155073,162173,569,39
3952,7822901577019747062,302629,307029,663,27
3953,-8735451119250955018,207417,210017,479,23
3954,-403429510118540139,192885,195185,376,23
3955,4375524704954298911,254774,258874,569,36
3956,-5465949740271105672,342594,347394,767,34
3957,259622096663830875,299260,303660,758,11
3958,513552694194142625,147729,150129,373,17
3959,6508051118046203917,300995,305295,720,50
3960,-8482947920681137454,278505,282605,723,60
3961,4144849891755326878,189106,191806,449,44
3962,-242076681022299023,306431,309531,634,44
3963,-9041209158614139263,166561,167861,351,47
3964,-5985958127683714187,246841,249941,632,24
3965,3384990135452433426,227983,231383,540,62
3966,-6182805984486117147,275224,280224,676,39
3967,-2824612239311090369,222266,236266,473,26
3968,3073765299719811177,184139,188239,468,11
3969,1331700731680763215,318672,324072,713,21
3970,6469236021844041523,248574,253874,556,36
3971,740787383277105531,306936,312336,735,23
3972,-55857273808640699,154221,157121,457,5
3973,-5955099345120090408,304749,311649,746,35
3974,-7943911097927111853,221548,224948,540,22
3975,4152988722170823748,170982,172182,454,39
3976,2137042971862187509,183739,187439,423,59
3977,-4181010622588619040,228234,232434,547,0
3978,-859020615839056054,277182,280282,623,47
3979,-8474061970134804442,108681,109381,225,26
3980,-618245386933262535,215504,218504,580,35
3981,-5294245035426513153,181075,183675,424,15
3982,-9110026125722540734,244962,250662,619,49
3983,6925030608945901173,186361,188861,405,47
3984,-4104885954829886649,213210,216110,487,54
3985,7862568543242711567,229435,233235,613,45
3986,-9025045912105011046,173504,176304,403,28
3987,-2057108294524069718,238114,243214,648,62
3988,-8611119914296838999,169779,172979,449,23
3989,1608140071898096808,230535,234835,659,33
3990,2692289860113528201,205832,209032,503,35
3991,1693807393603210608,199170,203870,543,48
3992,6514179404872552683,303024,309824,769,42
3993,8699074027883820550,284999,309399,615,43
3994,-5400809035415132315,120129,122029,347,43
3995,-4690403492372472007,178470,181270,394,27
3996,-3362744140100731972,219496,222296,528,53
3997,-1764506815285580206,202375,206275,523,29
3998,-2676170448229575769,162845,165645,399,23
3999,-6619251713573802250,209680,212280,496,27
4000,-6205933924785693678,130334,132834,389,28
4001,2501959763171577711,168695,171995,514,32
4002,4658652742651520993,160013,161413,371,35
4003,-3372283962223398658,212364,216964,522,56
4004,2866585384833469571,405023,413123,1103,41
4005,7709394913390791559,209267,212567,511,25
4006,-743548147565408074,210839,214939,584,21
4007,4587212298343592696,251918,255618,595,22
4008,4330368073434598686,271477,276577,646,40
4009,-5801037046850522127,127962,128762,270,33
4010,-5150481687927613243,337800,344100,737,41
4011,-6382476419645296184,318285,354185,723,20
4012,5662646371490917615,138574,139474,367,25
4013,1364064356442294219,244676,248776,567,40
4014,468010407763025315,334089,340289,729,37
4015,808221428980520874,213419,217019,434,74
4016,6742796457096453476,149075,151775,446,59
4017,558160019155612834,188879,190579,430,36
4018,-2246158104348761200,321235,325135,687,30
4019,-4930895943336440156,229269,233769,534,47
4020,806021784036420741,196111,208211,461,24
4021,3994309395882893717,207619,210519,470,25
4022,-4250116396675570843,201666,205866,520,32
4023,-2326898508903852294,220139,222239,569,46
4024,-4575331424037435388,126221,129021,451,28
4025,7895973569378751759,226499,230499,461,41
4026,-3639835739818985359,278478,313678,641,42
4027,3995136748703447120,237498,242398,556,57
4028,2819765594422057498,223472,227672,532,23
4029,9052474012096766628,261178,264178,557,35
4030,4730096629756848526,203350,206050,515,30
4031,-5086126300716788741,196522,200722,506,16
4032,3803915314659698339,189646,192446,447,29
4033,-3739264009295896043,146162,148462,402,34
4034,7968008010444028836,251533,266633,538,58
4035,-3660133160668803341,180502,183702,458,17
4036,7372213262987449187,126654,128154,446,20
4037,-5143877619772500413,174867,178267,392,39
4038,-3456496684702537952,240363,244263,570,63
4039,3196699305880970806,181477,184077,434,43
4040,-5878866973491061570,291331,296531,558,29
4041,-4337834615989782613,181310,184610,475,26
4042,2852382251201408363,259144,263144,572,43
4043,-3632560424942579182,224030,237430,527,43
4044,-592066001435070210,208310,210810,541,58
4045,-7266160057663843506,308449,312349,660,35
4046,4895299727066351599,240707,245207,588,52
4047,6756223250257384228,247576,250876,490,44
4048,1744269946707182585,229544,233344,574,19
4049,-185024750555651296,219165,222465,486,41
4050,5383331687483838813,211259,214059,516,21
4051,328029446440755402,194801,198101,468,15
4052,-7111220077312419050,247324,252124,625,6
4053,-1729811250504226810,219671,223971,558,43
4054,3988208668322778817,214086,218486,525,49
4055,-9104020471980058181,234415,238815,627,18
4056,-3544298313828514696,255356,259456,621,21
4057,6371985325479653314,191934,196934,668,64
4058,-1921635336213575517,232314,235214,548,41
4059,-2665811922792921434,145594,147494,326,47
4060,5349318293697352543,284965,290165,681,11
4061,8257278535570511182,140503,143003,411,57
4062,-8923650809609925578,260716,284916,586,29
4063,8748232796518255518,304779,318779,619,31
4064,-5544887212113311905,264927,270827,699,45
4065,-8179910566298578631,337820,344120,821,32
4066,-5912501961510003175,180906,182306,467,17
4067,-4820374499924089119,184577,188277,456,28
4068,4425533900448577139,333063,338563,693,37
4069,-1465598359931494700,197712,201512,606,48
4070,8532865420282194903,270239,275339,621,25
4071,-3984867562498686805,226600,259500,497,38
4072,1785443498222880605,237757,242157,603,38
4073,5325676791519871676,279713,304313,671,37
4074,-2623633433470371228,182748,186148,469,58
4075,-4183068989859678683,215026,219726,568,39
4076,-2042767886761078218,196485,208285,398,36
4077,-7313598446705835209,209138,212738,506,25
4078,-7948950532281428060,207324,211224,540,53
4079,-4266970067576123840,119479,120079,296,29
4080,1222098508963065324,271229,275429,562,23
4081,299558048572196584,266953,272453,688,43
4082,6450647515806602854,229020,233920,544,14
4083,-7613422688861535707,187860,190160,462,33
4084,1775031546986609055,245279,249279,561,37
4085,9153672429602583960,186204,187204,450,23
4086,8549243566029173267,227345,230245,502,28
4087,6600153588846193666,237357,242457,684,28
4088,1413646315638851700,284761,310661,679,62
4089,5755478132316130513,184178,186678,382,39
4090,-8729827937330333110,229786,233286,522,42
4091,-7197004005789915060,252914,256714,503,28
4092,14127895158245751,262651,267151,554,56
4093,5359698430560506921,244360,247860,555,33
4094,-1784600479468537922,205442,208742,506,40
4095,9035560628380474115,286367,289867,650,0
4096,7819265556982283079,241985,245185,568,43
4097,2312727525642761722,174470,179470,451,15
4098,1343779799426240698,287425,291725,740,61
4099,-396061958764885995,208536,211036,400,28
4100,-361183887957769242,187036,190036,436,9
4101,3621218215600229049,301817,315817,653,48
4102,3531279793076318203,233566,236366,533,41
4103,-6614867386689197260,212880,216680,507,38
4104,-6875754500628105606,176602,181102,522,16
4105,-6999507625895273721,161476,164276,449,15
4106,-5758460889205014675,146842,149842,424,27
4107,-2775942788235154963,243720,246620,670,36
4108,-3702601654476941358,145990,148290,429,33
4109,-8426408788814655343,233347,237347,615,41
4110,-7016778038540531706,260704,274304,547,41
4111,-8999532431984772689,159043,160243,409,27
4112,868955665538458339,228062,231962,569,28
4113,3726144540180739187,324183,330183,716,33
4114,7195807383037814049,208660,221160,492,52
4115,6255410738752639400,180524,182524,422,54
4116,-8562015925978986830,309669,316769,714,54
4117,-6273680415233518852,143048,145148,352,27
4118,-2841315418268942151,221239,224139,528,17
4119,-9104113611834117654,251762,254162,552,33
4120,5006565654075010661,290803,306003,676,35
4121,675221311504836938,201109,202809,435,23
4122,-4825119632611937919,241253,244153,619,22
4123,-9000702419152220725,265521,269021,670,26
4124,-8544611987412220510,166927,172527,444,31
4125,-6343178323526327458,209066,211866,431,39
4126,4986299553158172221,317109,322009,724,32
4127,-4608064909051748849,239829,243029,587,36
4128,-820259276991064753,229867,233167,553,30
4129,4540677899615053134,252427,257727,560,32
4130,-5116169875091203503,372692,388792,884,12
4131,3630772751170113391,169212,171112,396,22
4132,6319202826190763026,274438,278838,695,17
4133,1160857194173777119,144796,146396,320,34
4134,7571483006180145689,130178,131078,294,43
4135,7214027631085679859,271107,276407,664,18
4136,-1431620940578614177,183463,186963,459,34
4137,6555468119549727577,320769,326169,702,55
4138,-8021596520773042579,201203,206703,548,60
4139,-2376136182741966982,218292,220992,455,12
4140,-4527258081778622313,229684,233084,482,34
4141,-2446741327233507833,122144,125344,331,33
4142,5465649273872118222,194799,198899,459,9
4143,4224514444590988728,217927,220627,508,46
4144,6590742939560543986,119281,121581,438,18
4145,7901933653039493492,292230,298830,709,28
4146,-2955785892466407224,247292,250192,550,27
4147,7206188309932900946,146439,151239,512,18
4148,-4398128996544512678,274373,281873,715,19
4149,-8465745174647633087,172784,175784,445,24
4150,3120167596070640536,194857,217657,441,31
4151,8440365177882853263,293701,309501,723,58
4152,896251373356611055,231396,235396,655,54
4153,-3241993420147246452,140684,142884,356,42
4154,-6645874397759969503,284562,289162,640,34
4155,-2255039329408298157,296761,301361,655,50
4156,-1162509858636318329,183255,187155,446,40
4157,-5318806699689158970,181191,182991,395,56
4158,2039642437797559814,290017,294017,590,26
4159,-5494037295351481502,334231,347231,721,60
4160,6371776151149641634,238594,242794,598,27
4161,8744565916343678896,265624,270524,598,81
4162,-2076471749268273344,285327,290127,771,28
4163,-8067415931748366504,212815,215815,475,77
4164,-1564687461359046645,215029,219829,610,33
4165,-6967670573558718242,205150,209350,516,24
4166,1378694351126463122,186325,189125,443,22
4167,640713277012841667,254176,258676,583,20
4168,-1664089373470834344,268923,282523,598,32
4169,875738211805288009,235205,259205,571,15
4170,3980987564750791729,230786,234286,536,40
4171,-1339977740739862437,201330,203630,437,24
4172,-4000901140804823563,164301,166701,406,21
4173,-3142688882547409545,181568,184268,425,32
4174,345139242221917775,270318,275018,595,36
4175,-6178962378377408887,172797,174697,527,36
4176,-6931307281873921230,195636,199536,551,13
4177,3028997458393476522,201705,208105,502,22
4178,8575771436738181071,281859,286859,654,66
4179,-3429893742685357139,259470,263170,617,27
4180,-3450614178419446114,212814,215714,530,56
4181,-8284354346504730776,59023,59523,243,30
4182,9172328778166393655,249786,253686,706,53
4183,9203202826263670339,203263,205763,492,51
4184,3012282931476077530,221322,234122,436,22
4185,3234416071391222796,267173,272273,619,28
4186,-8982567496677444058,283385,287085,650,14
4187,3062919691376926726,209658,213358,493,33
4188,-4727817442233105258,217896,221596,497,37
4189,4980635384237045377,217519,221319,571,29
4190,6951503004418421775,195849,202649,648,35
4191,-8511981904351048113,282252,287752,622,30
4192,8771376651776723864,183476,187476,438,13
4193,242191916763965068,161885,163785,485,27
4194,7417826416496059327,257266,261966,606,21
4195,-8633483872453754375,257255,261455,595,32
4196,-4947715290293598864,283634,287734,688,48
4197,-8103171788682142102,203056,204956,509,7
4198,1852660321552377490,226919,230119,568,29
4199,-2309084822018769971,198497,200597,431,53
4200,-1055102041948633138,272292,274492,527,33
4201,3408644149086173732,114178,115278,316,32
4202,2493456675438930113,242506,265506,586,21
4203,5424906901123349536,272727,277427,594,62
4204,-871189199853764721,333635,340835,761,20
4205,-9209533844092060796,124834,126034,290,37
4206,4310771834727668087,174804,186404,338,31
4207,9061809537228061005,273707,297107,618,51
4208,-1348738295077620945,259770,266470,649,35
4209,5320043364106531198,205805,208305,433,22
4210,-8261934903901944325,301965,306565,682,24
4211,8731433678741759139,251998,256598,557,13
4212,-2022518130815009269,193149,198249,621,7
4213,-8316418486529863865,238826,243226,534,43
4214,132476936365696393,269818,284618,756,24
4215,4961592456818804316,235956,238356,574,24
4216,-6446971769764671733,216424,218724,443,23
4217,-5816367641606925529,239217,242517,549,31
4218,5228392716405219390,394646,401446,931,60
4219,-6927728190636535407,193824,196924,470,38
4220,-1001475410143855173,246128,251428,624,23
4221,-5211180515280910446,192043,195343,468,51
4222,7419951003259817040,234603,239503,561,51
4223,8713518307022275428,307567,312867,658,31
4224,2370536398062898092,209264,212964,504,44
4225,-5599265882457323309,240400,243700,619,32
4226,7598501827111328603,257040,261640,682,56
4227,-2901953556659534181,184974,189174,483,37
4228,-2045038791943273134,189831,192531,464,34
4229,5689645574984283584,322173,328973,685,19
4230,-5377811714739955768,231575,233975,526,15
4231,7181110535020921144,144877,149977,471,31
4232,-6908243556823869238,202647,207547,452,24
4233,2501546339652640725,185396,188396,516,47
4234,9091800113382426485,173551,176251,493,60
4235,-545734202242639546,169335,172335,426,40
4236,7122747607886793403,150833,155233,416,8
4237,7034832081887220829,209623,212223,456,20
4238,4991333876303096045,341515,351115,712,28
4239,-7783672080700848367,206856,209456,647,15
4240,-1112457936349063108,208394,212394,459,36
4241,6387150369225310099,286880,301980,600,27
4242,-5050690484076258213,172928,175728,442,9
4243,5537708663913549546,301827,307227,686,55
4244,-2319861987695567890,206617,210717,530,22
4245,-182887965947289357,211860,214260,433,4
4246,-1952814623808140126,158525,160225,437,53
4247,-7407950563049811715,246328,248728,526,69
4248,-6821111419604668906,209617,242617,454,33
4249,2194331562806894358,228077,231077,552,34
4250,1078989635540497345,203771,207471,473,17
4251,3562131662540411298,275967,280467,641,37
4252,-7279021961773787047,263209,266209,542,47
4253,5475682144676373895,245610,248610,563,35
4254,-8745362847489984270,229169,232169,522,15
4255,-6534129287207231072,205831,208831,407,30
4256,-3643207232976598773,368160,377460,832,22
4257,-3506563109130341301,127218,129318,380,42
4258,-568452282554191644,231027,233427,576,31
4259,-223337353223560864,277599,283299,674,42
4260,-8260740676936427528,274088,277788,614,14
4261,5365364215697382938,193996,197696,458,41
4262,723588385017577567,196137,198837,487,42
4263,-2431674631705928599,136623,139823,386,31
4264,-3994431963307332721,175341,178141,396,23
4265,-3372213881536402337,221313,223813,437,32
4266,269766056467609099,192526,194526,431,43
4267,-3733078267564970695,242401,245501,528,21
4268,-4140225642241692651,226234,229734,689,33
4269,-4368743080128780616,231688,234188,529,57
4270,-1945558808868193184,177368,180868,454,39
4271,-5991688516270059570,348366,354566,844,47
4272,-538343582917488179,251279,255779,652,15
4273,4912001764129029362,194709,197709,491,54
4274,-1688501392413855937,198272,201372,532,20
4275,-8108050619108583282,261425,265225,589,11
4276,-8760991612067466775,207806,211706,492,26
4277,3640176695681723420,201434,205134,523,13
4278,8736942555030492833,271035,284835,611,22
4279,-2336222262319938657,264969,269169,631,25
4280,8685559254809296673,286499,289799,697,47
4281,-990454727944495686,242577,245077,532,30
4282,-5000115814625976664,315902,321302,642,44
4283,7191419285939498886,371843,398143,834,17
4284,-352487382938744195,233492,237492,586,22
4285,2266076312113491119,154510,156710,542,28
4286,-5969389683357309468,294897,309297,670,58
4287,4098536058251936801,186192,189192,409,24
4288,-8596991528736657658,94232,95432,414,13
4289,2684258901829186462,326184,332184,809,18
4290,4847384754076055368,296354,301854,710,64
4291,-8228555093853494424,211266,215166,679,27
4292,-471026868415449963,201583,204683,484,41
4293,-5842411522242602931,224660,228460,497,37
4294,4337776801926430499,302656,307256,731,86
4295,-4700282071659617750,259077,261977,634,28
4296,7791251941608459490,103392,105292,313,81
4297,-2323545773683464960,206106,209406,476,38
4298,-6209427714339943765,118360,123360,388,36
4299,9061298725257689609,237964,242164,579,29
4300,7436238765253076816,244632,257732,539,83
4301,-6991910046730055518,200333,202633,475,10
4302,-6631471050911460279,149465,153165,487,19
4303,6502341602896797407,229594,252294,484,31
4304,-7452870666051548886,175516,179716,476,26
4305,-3626761568334486751,223712,227412,550,32
4306,-829673640419830737,213373,225973,539,17
4307,685308184817357122,150841,152341,370,34
4308,-4070641630103719554,230914,234914,550,26
4309,8673089808388936676,218370,226170,635,46
4310,-976749692822309491,310829,315329,705,31
4311,-6459574108009537793,284151,297651,606,50
4312,-8659515438814754359,244759,247159,519,5
4313,-7918216026105339475,213159,216259,544,42
4314,3979858908293910207,196077,199777,463,27
4315,8112741123017608057,294542,309342,740,64
4316,-7103848923075783200,316372,342672,701,34
4317,-2557511322704222918,196283,199383,556,34
4318,-362573907106244422,177239,201539,456,33
4319,1672687765000701975,294714,299414,736,14
4320,-4510181052289659489,195804,198904,445,43
4321,-5779882419497361147,186847,189547,454,41
4322,-6399947806648602541,238442,241842,509,36
4323,-4779126600185360180,257362,261962,593,24
4324,-2967461554215111030,178867,181567,450,41
4325,6833350338655938123,390225,395225,817,12
4326,6123916765054995769,182089,185889,491,41
4327,9162999290316927850,209536,213436,612,32
4328,-7745068844604275563,232870,237570,554,30
4329,6531804350181427836,265590,279890,583,53
4330,-7112788018767560178,220560,223960,445,56
4331,1728518009787790891,271266,274566,594,72
4332,9094866807528286974,259960,264760,783,41
4333,1516258994965017021,160509,162609,418,20
4334,-5838975665516089042,331464,335264,709,20
4335,-2033445057724036057,139675,142075,353,23
4336,3704262498517215468,189927,193327,468,44
4337,-1827799865166534035,211067,214667,572,42
4338,-3244408448430388662,132720,133620,424,43
4339,-3287764699019891064,210442,233242,451,55
4340,-1414980683011760133,219908,223608,502,37
4341,-2976189063593501742,146772,148072,431,19
4342,5843783805291552539,272659,277759,654,16
4343,-5955419457414424954,174241,176141,355,41
4344,95210668437052370,223372,225372,477,24
4345,8106534783434568953,178379,181379,529,38
4346,-4596332894485477187,140083,141783,431,50
4347,4069234860170301518,249895,253595,659,36
4348,7623010677443625586,268876,272076,595,8
4349,-1808002868745180409,285119,289319,585,32
4350,-146765076233584607,294390,299290,695,37
4351,-4087762061910921921,207777,221077,447,35
4352,-8507212095698254779,152360,154460,449,39
4353,-2715068297945304179,260092,264392,587,38
4354,2087314803628548887,219677,222677,511,15
4355,7791574510397040624,246062,251362,604,30
4356,-2689347344665427168,266140,269540,753,31
4357,8662427970776452734,253969,258969,610,33
4358,3456879147039564580,208947,211147,461,26
4359,-130315981667366638,183435,185435,511,31
4360,4294475214181599591,263521,267321,674,63
4361,-6963572470790929514,235406,240906,583,37
4362,5547044614718458295,340227,346527,801,32
4363,-6984961364952528531,147226,150426,403,31
4364,-5381646060916677044,203704,205704,462,41
4365,-8802050194580970387,278789,283789,629,57
4366,-9072424810563339101,245532,247732,521,44
4367,-2947899176798333581,219222,222922,579,46
4368,-5889572116144062888,256140,262140,570,58
4369,8652238044418418369,215779,220079,536,47
4370,695212370893650667,200300,202700,528,20
4371,8811052426605906505,206110,209110,460,27
4372,-664214477683556915,164823,168323,455,27
4373,-6758468242565425291,253575,256975,666,35
4374,-9003513666668250339,200754,203554,469,42
4375,-1812243727868502746,176191,178491,375,38
4376,-779426563932942644,209466,222166,447,33
4377,8179401456705393601,238471,240871,481,25
4378,6480611940139346358,106067,106767,367,50
4379,-5742599040338202234,232672,236572,543,21
4380,3119373412351525462,74411,74611,272,21
4381,2470689967431413201,226245,230645,693,26
4382,-6420748050338639495,184785,187785,466,20
4383,6679723737764236315,245146,249346,570,58
4384,9207252860861729720,172710,175210,409,55
4385,9003505049421179683,186886,190086,443,16
4386,9130475413028519202,232725,235925,455,33
4387,-7046513754165025456,144597,146597,434,28
4388,3273826725961591492,310328,335028,674,23
4389,-7914080095892985459,219839,222339,508,51
4390,-8022225181110509747,259787,264787,574,4
4391,6965048478352001179,183950,185650,402,52
4392,2370262571693179107,242587,245087,559,7
4393,-1521499964371404329,238564,243664,683,20
4394,-9114942560632264824,245826,249826,643,46
4395,-954253906857597118,202285,205585,529,14
4396,9136675527823756426,177452,179052,416,36
4397,3814247482624787831,282783,287283,679,29
4398,6379894877472625309,195185,206585,427,22
4399,-5622113318364544019,190080,193580,455,27
4400,-6068173497279773398,276171,281671,656,28
4401,8244927614746055127,296418,301918,733,84
4402,6765675060281728155,327793,333893,820,47
4403,-2479968526895525868,252152,256652,629,41
4404,1138329473101865070,165603,168303,407,15
4405,8052850410589035722,270613,285113,705,7
4406,-7335787482586569154,194502,199602,420,23
4407,-7840340642842628117,181767,184467,472,22
4408,7954974205520950723,261685,264885,578,17
4409,-3213821899141510524,151954,153754,421,24
4410,-8293711983355157664,242294,245094,579,57
4411,16173201107587435,186112,189112,561,33
4412,8180863474552974774,185295,189695,530,40
4413,5043204963805719220,213299,215499,476,72
4414,-1038400678243331715,178779,179879,456,36
4415,3125337933442373701,223320,226020,521,32
4416,615833437261930994,175910,179610,578,55
4417,2332945109504424260,241289,245689,553,51
4418,-7371621357480124676,313435,318935,778,31
4419,-3130377799965227687,261598,266298,567,14
4420,-3327740537052352364,264139,267739,556,31
4421,-2295358420563359925,225835,228935,470,25
4422,-3997815755724138277,310156,315056,737,14
4423,2785582058997716649,141550,143150,384,24
4424,2040908320018152244,225522,229922,567,32
4425,2270922112597507284,251428,255328,573,47
4426,-3071880912790514180,229939,234239,529,29
4427,-6816501892343153187,318351,324551,694,28
4428,-3123629690121081445,218088,221888,514,55
4429,4957626914551587555,192646,195346,483,50
4430,762133746197526473,215210,217110,375,36
4431,6501436965934396329,193674,198074,541,31
